time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
3.454606,0.0688,-0.0659,-0.1858,0.209
3.459759,0.0613,-0.0417,-0.2214,0.234
3.465036,0.0420,-0.0014,-0.2702,0.273
3.470168,0.0679,-0.0043,-0.2321,0.242
3.475334,0.0532,-0.0121,-0.2293,0.236
3.479971,0.0385,0.0085,-0.1523,0.157
3.485145,-0.0140,0.0265,-0.0613,0.068
3.490645,-0.0162,0.0157,0.0076,0.024
3.495063,-0.0183,0.0120,0.1139,0.116
3.500032,-0.0489,-0.0035,0.1834,0.190
3.505222,-0.0246,-0.0236,0.2188,0.221
3.511370,-0.0171,-0.0552,0.2105,0.218
3.515395,-0.0239,-0.0437,0.1686,0.176
3.520263,-0.0211,-0.0297,0.1313,0.136
3.525413,-0.0255,-0.0490,0.0607,0.082
3.532397,-0.0298,-0.0229,0.0285,0.047
3.536040,-0.0413,0.0078,-0.0081,0.043
3.540628,-0.0169,0.0262,-0.0491,0.058
3.545822,-0.0736,0.0110,-0.0991,0.124
3.551886,-0.0704,0.0245,-0.1130,0.135
3.555372,-0.0719,0.0235,-0.0292,0.081
3.560708,-0.0330,0.0414,-0.0220,0.057
3.565865,0.0008,0.0377,-0.0077,0.039
3.571546,-0.0274,0.0624,0.0018,0.068
3.575858,0.0016,0.0395,0.0090,0.041
3.581477,0.0280,0.0405,0.0256,0.056
3.587735,0.0398,0.0464,0.0446,0.076
3.591917,0.0397,0.0356,0.0373,0.065
3.596096,0.0443,0.0347,0.0418,0.070
3.603101,0.0749,0.0315,0.0605,0.101
3.606372,0.0531,-0.0240,0.0839,0.102
3.612362,0.0409,-0.0219,0.0762,0.089
3.616059,0.0500,0.0115,0.0305,0.060
3.621567,0.0472,-0.0076,0.0375,0.061
3.627498,0.0444,-0.0074,0.0325,0.056
3.632036,0.0463,-0.0380,0.0466,0.076
3.636509,0.0150,-0.0565,0.0035,0.059
3.641404,0.0267,-0.0557,0.0200,0.065
3.646567,-0.0140,-0.0262,0.0361,0.047
3.652463,-0.0187,-0.0350,0.0426,0.058
3.656924,-0.0234,-0.0389,0.0107,0.047
3.662266,0.0052,-0.0072,0.0455,0.046
3.666539,-0.0305,0.0291,0.0156,0.045
3.672445,-0.0587,0.0293,0.0308,0.072
3.676784,-0.0557,0.0199,-0.0160,0.061
3.681854,-0.0362,0.0626,-0.0028,0.072
3.687283,-0.0429,0.0669,-0.0422,0.090
3.692815,-0.0542,0.0522,-0.0813,0.111
3.697021,-0.0109,0.0708,-0.1031,0.126
3.706117,-0.0012,0.0559,-0.1128,0.126
3.709141,0.0037,0.0222,-0.1150,0.117
3.713295,0.0511,-0.0251,-0.0552,0.079
3.717042,0.0744,-0.0933,-0.0289,0.123
3.722603,0.0570,-0.0777,-0.0289,0.101
3.727017,0.0112,-0.0643,0.0258,0.070
3.733154,-0.0010,-0.0535,0.0588,0.080
3.737396,-0.0155,-0.0332,0.0274,0.046
3.744418,-0.0132,-0.0225,0.0102,0.028
3.747398,-0.0512,0.0047,-0.0595,0.079
3.753228,-0.0034,-0.0136,-0.1332,0.134
3.757695,-0.0249,0.0159,-0.1780,0.180
3.763321,-0.0130,-0.0001,-0.2010,0.201
3.767680,-0.0129,-0.0043,-0.1763,0.177
3.772906,-0.0461,0.0105,-0.2278,0.233
3.777756,-0.0149,0.0559,-0.2409,0.248
3.782897,-0.0385,0.0511,-0.1847,0.195
3.787967,-0.0453,0.0697,-0.0767,0.113
3.793460,-0.0140,0.0762,-0.0526,0.094
3.798020,0.0099,0.0565,-0.0002,0.057
3.802879,-0.0091,0.0297,0.0660,0.073
3.807998,0.0243,0.0483,0.1150,0.127
3.813552,0.0147,0.0477,0.1138,0.124
3.818964,0.0123,0.0306,0.1315,0.136
3.823139,0.0122,-0.0075,0.0848,0.086
3.828223,0.0073,0.0166,0.0836,0.086
3.833968,-0.0023,0.0120,0.0203,0.024
3.838629,-0.0260,0.0265,0.0006,0.037
3.843389,-0.0377,0.0171,-0.0949,0.104
3.848385,-0.0541,0.0388,-0.1373,0.153
3.856367,-0.0418,0.0482,-0.1294,0.144
3.858746,-0.0533,0.0432,-0.1141,0.133
3.863859,-0.0339,0.0215,-0.0870,0.096
3.871617,-0.0336,0.0473,-0.0695,0.091
3.874369,-0.0451,0.0347,-0.0664,0.087
3.878607,-0.0114,0.0008,0.0033,0.012
3.884004,0.0148,-0.0137,0.0605,0.064
3.889244,0.0148,-0.0399,0.1314,0.138
3.894339,0.0051,-0.0442,0.1418,0.149
3.898822,-0.0756,0.0133,0.1234,0.145
3.903791,-0.1153,0.0633,0.1642,0.210
3.908709,-0.0619,-0.0275,0.1066,0.126
3.914994,-0.0137,-0.0792,0.0371,0.089
3.919667,-0.0087,-0.0426,0.0036,0.044
3.923940,-0.0227,0.0034,-0.0226,0.032
3.929043,-0.0153,0.0490,-0.0129,0.053
3.934561,0.0016,0.0275,0.0109,0.030
3.939517,0.0232,0.0253,-0.0272,0.044
3.944220,0.0350,0.0017,-0.0172,0.039
3.949323,0.0206,0.0140,-0.0454,0.052
3.955434,0.0490,0.0238,-0.0590,0.080
3.959246,0.0368,0.0478,-0.0912,0.109
3.964725,0.0152,0.0479,-0.1017,0.113
3.973472,-0.0157,0.0242,-0.1286,0.132
3.974979,-0.0012,0.0242,-0.1646,0.166
3.979892,-0.0534,0.0003,-0.1858,0.193
3.984456,-0.0147,-0.0023,-0.2185,0.219
3.990023,-0.0097,-0.0287,-0.1820,0.184
3.995027,0.0072,-0.0289,-0.1502,0.153
4.000340,0.0074,-0.0410,-0.1306,0.137
4.004868,0.0122,-0.0459,0.0076,0.048
4.009938,0.0147,-0.0436,0.0686,0.083
4.016034,0.0219,-0.0459,0.1242,0.134
4.019895,0.0718,-0.0695,0.1412,0.173
4.028033,0.0475,-0.0522,0.0914,0.116
4.029874,0.0448,-0.0492,0.0491,0.083
4.035328,0.0207,-0.0413,0.0357,0.058
4.040210,0.0205,-0.0548,-0.0297,0.066
4.045243,0.0417,-0.0585,-0.0279,0.077
4.050263,0.0531,-0.0573,-0.0166,0.080
4.055788,0.0455,-0.0252,-0.0245,0.057
4.060219,0.0426,-0.0455,-0.0465,0.078
4.065428,0.0278,-0.0181,-0.0682,0.076
4.070319,-0.0106,0.0161,-0.0752,0.078
4.076259,-0.0273,0.0001,-0.0986,0.102
4.080348,-0.0391,0.0245,-0.0695,0.083
4.085384,-0.0128,0.0177,-0.0736,0.077
4.091302,-0.0247,0.0039,-0.0326,0.041
4.095917,-0.0175,0.0042,-0.0132,0.022
4.101253,-0.0198,-0.0216,-0.0226,0.037
4.107442,-0.0245,-0.0710,0.0035,0.075
4.110992,0.0042,-0.0415,-0.0040,0.042
4.117529,-0.0126,-0.0644,0.0147,0.067
4.123820,-0.0174,-0.0561,0.0783,0.098
4.125804,-0.0458,-0.0598,0.0746,0.106
4.130599,-0.0597,-0.0397,0.0919,0.117
4.136538,-0.0687,-0.0625,0.0825,0.124
4.140666,-0.0919,-0.0423,0.0491,0.112
4.145945,-0.0840,-0.0080,-0.0245,0.088
4.151059,-0.0784,-0.0145,-0.0693,0.106
4.156326,-0.0681,-0.0092,-0.1233,0.141
4.161010,-0.0247,0.0126,-0.1411,0.144
4.166754,-0.0148,0.0127,-0.1918,0.193
4.171206,-0.0382,0.0030,-0.2109,0.214
4.176584,-0.0211,0.0171,-0.2792,0.281
4.181864,0.0220,0.0047,-0.2088,0.210
4.186743,0.0220,0.0019,-0.1669,0.168
4.191708,-0.0114,0.0085,-0.1320,0.133
4.196743,-0.0040,0.0528,-0.0851,0.100
4.201809,-0.0299,0.0348,-0.0315,0.056
4.208143,-0.0057,0.0122,-0.0211,0.025
4.211784,-0.0174,0.0135,-0.0298,0.037
4.217817,-0.0099,0.0029,0.0043,0.011
4.221837,0.0236,0.0019,0.0071,0.025
4.226762,0.0236,-0.0322,-0.0091,0.041
4.232356,0.0283,-0.0422,0.0438,0.067
4.239912,0.0639,-0.0379,0.0393,0.084
4.241977,0.0682,-0.0097,0.0586,0.090
4.246831,0.0653,0.0138,0.0659,0.094
4.251827,0.0552,0.0323,0.0138,0.065
4.257251,0.0808,-0.0132,0.0099,0.082
4.261963,0.0515,0.0154,0.0322,0.063
4.267007,0.0224,0.0107,0.0235,0.034
4.272083,0.0482,-0.0059,0.0054,0.049
4.277281,0.0263,-0.0033,0.0396,0.048
4.282431,-0.0264,0.0089,0.0070,0.029
4.286978,-0.0406,0.0377,-0.0514,0.076
4.292738,-0.0428,-0.0076,-0.0619,0.076
4.297811,-0.0545,0.0022,-0.0581,0.080
4.302252,-0.0684,-0.0096,-0.0330,0.077
4.307377,-0.0917,-0.0096,0.0013,0.092
4.312559,-0.0553,-0.0121,-0.0149,0.059
4.317899,-0.0524,-0.0384,-0.0193,0.068
4.322441,-0.0187,-0.0288,-0.0094,0.036
4.327589,0.0100,-0.0192,-0.0306,0.037
4.332941,0.0099,-0.0025,-0.0041,0.011
4.338803,0.0051,0.0307,0.0175,0.036
4.342893,0.0194,0.0327,0.0507,0.063
4.347665,0.0097,0.0229,0.0860,0.089
4.353713,-0.0355,0.0321,0.1020,0.113
4.358169,-0.0091,-0.0109,0.0965,0.098
4.362803,0.0242,0.0178,0.0673,0.074
4.368020,0.0382,0.0036,0.0880,0.096
4.372903,0.0259,0.0349,0.0515,0.067
4.378827,0.0090,-0.0029,0.0270,0.029
4.382983,0.0112,0.0071,0.0028,0.014
4.389781,-0.0484,-0.0115,-0.0260,0.056
4.393326,-0.0505,-0.0181,0.0001,0.054
4.398574,-0.0644,-0.0081,-0.0266,0.070
4.405852,-0.0330,-0.0005,-0.0103,0.035
4.408154,-0.0327,-0.0120,0.0104,0.036
4.413341,-0.0349,-0.0162,0.0191,0.043
4.418888,-0.0369,0.0008,0.0537,0.065
4.423246,-0.0009,0.0082,0.0094,0.013
4.428331,-0.0342,0.0347,-0.0298,0.057
4.433561,-0.0433,0.0465,-0.0330,0.072
4.438676,-0.0524,0.0439,-0.0811,0.106
4.443772,-0.0804,0.0744,-0.0836,0.138
4.448605,-0.0748,0.0686,-0.0837,0.132
4.453919,-0.0502,0.0319,-0.0861,0.105
4.462380,-0.0163,0.0216,-0.0148,0.031
4.463523,-0.0230,0.0397,-0.0152,0.048
4.468879,0.0154,0.0317,0.0247,0.043
4.473866,0.0439,-0.0282,0.0477,0.071
4.478888,0.0507,-0.0257,0.0779,0.096
4.483843,0.0646,-0.0302,0.0817,0.108
4.488833,0.0474,-0.0131,0.0735,0.088
4.494343,0.0422,-0.0103,0.0370,0.057
4.499492,0.0299,0.0186,0.0507,0.062
4.504084,-0.0131,0.0234,-0.0046,0.027
4.509137,-0.0201,0.0352,-0.0167,0.044
4.514265,0.0086,0.0206,-0.0120,0.025
4.519642,-0.0010,0.0181,-0.0142,0.023
4.524598,0.0109,0.0154,-0.0141,0.024
4.529510,-0.0105,0.0198,-0.0092,0.024
4.534379,-0.0318,0.0291,0.0287,0.052
4.540212,-0.0196,0.0407,0.0568,0.073
4.544617,-0.0360,0.0404,0.0654,0.085
4.549635,-0.0285,0.0376,0.0926,0.104
4.554529,-0.0234,0.0467,0.0863,0.101
4.560653,-0.0183,0.0415,0.0894,0.100
4.565038,0.0033,0.0316,0.0852,0.091
4.571514,-0.0037,0.0289,0.0476,0.056
4.574856,0.0108,0.0261,0.0485,0.056
4.580636,0.0180,0.0187,0.0328,0.042
4.584586,0.0227,0.0232,0.0151,0.036
4.589629,-0.0059,0.0418,0.0239,0.049
4.594960,0.0275,0.0460,0.0162,0.056
4.600288,0.0344,-0.0091,0.0230,0.042
4.605086,0.0199,-0.0234,0.0321,0.044
4.609915,0.0246,-0.0019,-0.0086,0.026
4.615212,0.0125,-0.0042,-0.0039,0.014
4.621378,0.0124,0.0031,0.0102,0.016
4.625325,-0.0162,-0.0231,-0.0279,0.040
4.630348,-0.0185,-0.0112,-0.0134,0.025
4.635390,0.0055,-0.0016,-0.0134,0.015
4.641007,0.0102,0.0054,-0.0133,0.018
4.645873,-0.0255,-0.0019,-0.0012,0.026
4.650709,-0.0395,0.0195,0.0107,0.045
4.658495,-0.0321,0.0217,0.0272,0.047
4.661447,-0.0247,0.0357,0.0365,0.057
4.665844,0.0135,0.0165,0.0765,0.079
4.672773,0.0182,0.0283,0.0331,0.047
4.675584,0.0037,0.0021,0.0303,0.031
4.682156,-0.0059,-0.0023,0.0227,0.024
4.685901,-0.0272,0.0240,0.0532,0.064
4.690927,-0.0460,0.0311,0.0312,0.064
4.697241,-0.0148,0.0074,0.0615,0.064
4.701517,-0.0266,0.0123,0.0154,0.033
4.706091,-0.0382,0.0123,-0.0138,0.042
4.711220,-0.0426,0.0383,-0.0166,0.060
4.716205,-0.0564,0.0070,-0.0431,0.071
4.722342,-0.0202,0.0091,-0.0339,0.040
4.725902,-0.0436,0.0159,-0.0606,0.076
4.731530,-0.0358,0.0580,-0.0467,0.083
4.736218,-0.0020,0.0616,-0.0093,0.062
4.741801,0.0078,0.0107,-0.0268,0.030
4.746620,0.0175,0.0147,0.0034,0.023
4.751381,-0.0085,0.0162,0.0025,0.018
4.756450,0.0013,0.0154,0.0373,0.040
4.762073,0.0206,-0.0091,0.0504,0.055
4.766467,0.0468,-0.0096,0.0326,0.058
4.771956,0.0253,-0.0078,0.0125,0.029
4.776437,0.0300,-0.0297,-0.0004,0.042
4.782600,0.0514,-0.0251,-0.0010,0.057
4.786528,0.0416,0.0008,0.0079,0.042
4.792442,0.0034,-0.0279,-0.0308,0.042
4.797244,0.0106,-0.0256,-0.0524,0.059
4.803293,0.0058,-0.0138,-0.0784,0.080
4.807082,-0.0202,-0.0235,-0.0567,0.065
4.812112,-0.0413,-0.0141,-0.0375,0.058
4.817118,-0.0456,-0.0263,-0.0233,0.058
4.822562,-0.0545,0.0043,0.0073,0.055
4.826901,-0.0609,0.0085,0.0443,0.076
4.831970,-0.0198,-0.0135,0.1163,0.119
4.838693,-0.0502,-0.0067,0.1589,0.167
4.842561,-0.0304,0.0143,0.1341,0.138
4.847402,0.0177,-0.0219,0.1186,0.122
4.852670,0.0013,-0.0433,0.1173,0.125
4.857335,0.0349,-0.0454,0.0966,0.112
4.862930,0.0539,-0.0451,0.0594,0.092
4.867472,0.0491,-0.0281,-0.0037,0.057
4.872504,0.0727,-0.0444,-0.0781,0.116
4.877484,0.0581,-0.0414,-0.0639,0.096
4.883026,0.0435,-0.0406,-0.0925,0.110
4.888592,0.0339,-0.0399,-0.1253,0.136
4.892640,-0.0090,-0.0204,-0.0887,0.091
4.898072,-0.0087,-0.0224,-0.0642,0.069
4.903397,-0.0274,-0.0364,-0.1065,0.116
4.907739,-0.0151,-0.0335,-0.0938,0.101
4.913632,-0.0100,-0.0283,-0.0527,0.061
4.917935,-0.0287,-0.0136,-0.0287,0.043
4.925306,-0.0283,-0.0300,0.0164,0.044
4.928053,-0.0112,-0.0485,0.0371,0.062
4.932920,0.0153,-0.0527,0.0430,0.070
4.940730,-0.0012,-0.0423,0.0417,0.059
4.943661,-0.0129,-0.0248,0.0451,0.053
4.948026,0.0231,-0.0359,0.0506,0.066
4.953048,0.0088,-0.0445,0.0560,0.072
4.957983,0.0066,-0.0410,0.0138,0.044
4.964305,-0.0147,-0.0258,-0.0591,0.066
4.968279,-0.0191,-0.0131,-0.0411,0.047
4.973647,-0.0258,-0.0219,-0.0590,0.068
4.978117,-0.0206,-0.0023,-0.0814,0.084
4.984360,-0.0391,-0.0234,-0.0869,0.098
4.989106,-0.0266,-0.0111,-0.1208,0.124
4.993651,-0.0308,-0.0156,-0.1351,0.139
4.998837,-0.0041,0.0082,-0.1372,0.138
5.005680,-0.0085,0.0484,-0.1653,0.172
5.008820,-0.0509,0.0287,-0.1809,0.190
5.013810,-0.0287,0.0113,-0.1440,0.147
5.018877,-0.0114,0.0106,-0.1308,0.132
5.024909,-0.0204,0.0098,-0.1104,0.113
5.029160,0.0134,-0.0149,-0.0852,0.087
5.033938,0.0232,-0.0133,-0.0719,0.077
5.039292,-0.0028,0.0097,-0.0801,0.081
5.044586,-0.0024,-0.0269,-0.0856,0.090
5.049187,0.0170,-0.0276,-0.1101,0.115
5.053632,0.0078,-0.0140,-0.1012,0.102
5.058771,0.0223,-0.0125,-0.0847,0.088
5.065149,-0.0036,-0.0397,-0.0895,0.098
5.069381,-0.0198,-0.0262,-0.0658,0.074
5.076156,-0.0217,-0.0128,-0.0376,0.045
5.079407,0.0193,-0.0329,-0.0332,0.051
5.085039,-0.0019,0.0019,-0.0220,0.022
5.093565,0.0128,-0.0231,0.0129,0.029
5.094697,0.0012,-0.0170,0.0190,0.026
5.101874,0.0182,-0.0180,0.0323,0.041
5.105693,0.0421,0.0073,0.0717,0.084
5.109539,0.0231,-0.0224,0.0467,0.057
5.114815,0.0066,-0.0184,0.0646,0.068
5.119921,0.0069,-0.0191,0.0515,0.055
5.125426,0.0119,-0.0009,0.0575,0.059
5.129674,-0.0211,0.0194,0.0275,0.040
5.135040,-0.0111,0.0302,0.0218,0.039
5.140254,0.0012,0.0052,-0.0079,0.010
5.145863,-0.0150,0.0350,-0.0635,0.074
5.150001,-0.0193,0.0074,-0.0616,0.065
5.155943,0.0145,-0.0056,-0.0432,0.046
5.160051,0.0433,-0.0067,-0.0441,0.062
5.165427,0.0101,-0.0149,0.0169,0.025
5.169681,0.0294,-0.0158,0.0536,0.063
5.174851,0.0343,-0.0236,0.0756,0.086
5.180000,0.0723,-0.0432,0.1094,0.138
5.185566,0.0554,0.0135,0.1332,0.145
5.190016,0.0267,-0.0109,0.1660,0.168
5.195256,0.0577,-0.0397,0.1389,0.156
5.200754,0.0432,-0.0301,0.1118,0.124
5.209804,0.0336,0.0033,0.0564,0.066
5.210560,0.0478,0.0197,-0.0223,0.056
5.215435,0.0404,-0.0019,-0.0952,0.103
5.220740,0.0094,0.0099,-0.0915,0.093
5.226465,-0.0095,0.0358,-0.0476,0.060
5.230550,0.0288,0.0425,-0.0397,0.065
5.235491,0.0193,0.0039,-0.0437,0.048
5.240961,0.0028,0.0036,-0.0309,0.031
5.246520,-0.0208,0.0318,0.0030,0.038
5.251417,-0.0085,0.0099,-0.0276,0.031
5.256413,-0.0200,0.0191,0.0419,0.050
5.261137,0.0041,0.0235,0.0871,0.090
5.267028,0.0090,0.0019,0.1150,0.115
5.271184,0.0258,-0.0217,0.1425,0.146
5.276247,0.0709,-0.0166,0.1292,0.148
5.281422,0.0585,-0.0397,0.1113,0.132
5.287199,0.0486,-0.0127,0.0482,0.070
5.291458,0.0316,-0.0141,0.0095,0.036
5.296176,0.0432,0.0059,-0.0050,0.044
5.301947,-0.0047,0.0660,-0.1069,0.126
5.306859,-0.0236,0.1038,-0.1603,0.192
5.311293,-0.0281,0.0889,-0.1772,0.200
5.316547,0.0198,0.0716,-0.1582,0.175
5.326921,0.0245,0.0686,-0.1152,0.136
5.327475,0.0006,0.0752,-0.0559,0.094
5.331734,0.0268,0.0414,0.0242,0.055
5.336711,0.0314,0.0506,0.0751,0.096
5.343764,0.0098,0.0671,0.0351,0.076
5.347084,-0.0021,0.0524,0.0738,0.091
5.351934,-0.0067,0.0830,0.0550,0.100
5.356593,-0.0113,0.0731,0.0529,0.091
5.361515,-0.0278,0.0371,-0.0084,0.047
5.367403,-0.0132,0.0416,-0.0217,0.049
5.373319,-0.0059,0.0485,0.0056,0.049
5.377323,0.0442,0.0148,-0.0051,0.047
5.382425,0.0320,0.0028,-0.0205,0.038
5.387577,0.0437,0.0193,0.0144,0.050
5.392095,0.0149,0.0238,-0.0031,0.028
5.397205,-0.0089,0.0188,0.0223,0.030
5.402771,-0.0277,0.0067,0.0236,0.037
5.407852,-0.0250,-0.0102,-0.0227,0.035
5.412118,-0.0270,-0.0127,-0.0827,0.088
5.417342,-0.0504,-0.0153,-0.1184,0.130
5.422990,-0.0664,-0.0155,-0.1063,0.126
5.427607,-0.0538,0.0222,-0.1370,0.149
5.432646,-0.0555,0.0023,-0.1127,0.126
5.437485,-0.0762,0.0134,-0.0243,0.081
5.442402,-0.0682,0.0172,0.0062,0.071
5.448356,-0.0650,0.0233,0.0625,0.093
5.452731,-0.0522,0.0031,0.0778,0.094
5.459546,-0.0609,0.0163,0.0714,0.095
5.462781,-0.0553,0.0436,0.0078,0.071
5.468714,-0.0853,0.0327,-0.0625,0.111
5.474439,-0.0604,0.0526,-0.0728,0.108
5.478046,-0.0523,0.0675,-0.1069,0.137
5.482829,-0.0277,0.0394,-0.1477,0.155
5.488533,-0.0104,0.0518,-0.1379,0.148
5.493037,0.0092,0.0380,-0.1066,0.114
5.498511,0.0310,0.0502,-0.1230,0.136
5.503604,0.0265,-0.0114,-0.0987,0.103
5.508918,0.0719,-0.0108,-0.0957,0.120
5.513118,0.0979,0.0136,-0.0734,0.123
5.518161,0.0880,-0.0050,-0.0652,0.110
5.523357,0.0521,-0.0067,0.0167,0.055
5.528896,0.0473,0.0153,0.0172,0.053
5.533453,0.0663,0.0111,0.0511,0.084
5.538432,0.0518,0.0165,0.1203,0.132
5.543505,0.0066,0.0149,0.1342,0.135
5.549525,0.0021,-0.0128,0.1407,0.141
5.554044,0.0333,-0.0212,0.1777,0.182
5.558436,0.0452,-0.0364,0.1500,0.161
5.563675,0.0356,-0.0655,0.1436,0.162
5.569191,0.0427,-0.0680,0.1227,0.147
5.573649,0.0046,-0.0468,0.0806,0.093
5.578913,0.0190,-0.0161,0.0483,0.054
5.583910,0.0546,0.0120,0.0354,0.066
5.590447,0.0211,0.0066,0.0156,0.027
5.593594,0.0164,0.0012,-0.0396,0.043
5.598876,0.0140,0.0102,-0.1203,0.122
5.604794,0.0283,-0.0048,-0.1218,0.125
5.611302,-0.0122,0.0090,-0.1398,0.141
5.614443,0.0023,0.0202,-0.1337,0.135
5.619369,-0.0213,-0.0141,-0.0777,0.082
5.626573,-0.0066,-0.0195,-0.0578,0.061
5.629417,0.0197,0.0131,-0.0095,0.026
5.633981,0.0269,0.0264,0.0123,0.040
5.638980,0.0245,-0.0033,0.0670,0.071
5.644378,0.0221,-0.0088,0.0904,0.093
5.649609,0.0387,-0.0403,0.0851,0.102
5.654814,0.0338,-0.0453,0.0419,0.070
5.659326,0.0360,-0.0667,0.0251,0.080
5.664518,0.0713,-0.0569,-0.0294,0.096
5.670597,0.0707,-0.0518,-0.0168,0.089
5.674454,0.0797,-0.0706,0.0457,0.116
5.679551,0.0600,-0.0654,0.0745,0.116
5.684930,0.0452,-0.0601,0.0578,0.095
5.690618,0.0447,-0.0547,0.0151,0.072
5.694596,0.0157,-0.0280,-0.0081,0.033
5.699799,-0.0249,0.0081,-0.0169,0.031
5.705121,-0.0556,0.0224,0.0051,0.060
5.710078,-0.0575,-0.0159,-0.0540,0.081
5.715052,-0.0475,-0.0183,-0.0369,0.063
5.719962,-0.0566,-0.0112,-0.0201,0.061
5.727104,-0.0299,0.0101,-0.0082,0.033
5.732279,-0.0225,0.0075,-0.0630,0.067
5.735692,-0.0222,-0.0118,-0.0937,0.097
5.743408,0.0232,-0.0309,-0.0765,0.086
5.747166,0.0136,-0.0024,-0.1139,0.115
5.750648,0.0016,-0.0002,-0.1175,0.117
5.755459,0.0064,0.0066,-0.0449,0.046
5.760295,-0.0150,0.0275,-0.0584,0.066
5.765485,-0.0362,-0.0111,-0.0218,0.044
5.771709,-0.0168,-0.0329,-0.0069,0.038
5.775422,-0.0165,-0.0213,-0.0041,0.027
5.780968,0.0123,-0.0336,0.0651,0.074
5.785653,-0.0067,-0.0267,0.0480,0.055
5.790823,-0.0042,-0.0009,0.0405,0.041
5.795523,0.0031,0.0130,0.0069,0.015
5.800881,-0.0134,-0.0018,-0.0194,0.024
5.806086,0.0034,0.0001,-0.0264,0.027
5.811323,0.0059,0.0186,-0.0288,0.035
5.815804,0.0084,0.0299,0.0401,0.051
5.821409,-0.0034,0.0196,0.0158,0.025
5.825881,0.0039,-0.0072,0.0084,0.012
5.832358,0.0182,-0.0124,0.0272,0.035
5.836473,0.0420,0.0038,0.0553,0.070
5.841213,0.0465,-0.0014,0.0379,0.060
5.847091,0.0653,-0.0326,0.0183,0.075
5.852700,0.0339,-0.0040,0.0036,0.034
5.857772,0.0693,-0.0112,-0.0061,0.070
5.861761,0.0189,-0.0090,-0.0608,0.064
5.866283,-0.0192,0.0146,-0.0556,0.061
5.872096,0.0191,-0.0001,-0.0788,0.081
5.878563,0.0024,0.0423,-0.1042,0.112
5.881847,0.0072,0.0297,-0.0366,0.048
5.886723,0.0119,0.0290,-0.0193,0.037
5.895005,0.0072,0.0117,-0.0449,0.047
5.896635,0.0095,0.0042,0.0035,0.011
5.901788,0.0238,0.0323,0.0417,0.058
5.907727,-0.0001,0.0103,0.0652,0.066
5.912359,-0.0333,0.0027,0.0622,0.071
5.917275,-0.0448,0.0523,-0.0764,0.103
5.921922,-0.0515,0.0801,-0.4057,0.417
5.926541,-0.0724,0.1334,-0.6097,0.628
5.932174,-0.0599,0.1502,-0.7654,0.782
5.936441,-0.0855,0.1779,-0.8063,0.830
5.941400,-0.0752,0.1384,-0.7359,0.753
5.946444,-0.0222,0.0865,-0.4797,0.488
5.958058,-0.0361,0.0490,0.0005,0.061
5.958394,-0.0546,0.0165,0.4072,0.411
5.963151,-0.0301,-0.0490,0.4978,0.501
5.966706,0.0086,-0.0992,0.6240,0.632
5.972383,0.1039,-0.1102,0.7355,0.751
5.977224,0.0938,-0.1014,0.7139,0.727
5.982111,0.1337,-0.0587,0.6199,0.637
5.986968,0.1517,0.0032,0.4858,0.509
5.992566,0.2075,0.0437,0.6092,0.645
5.997435,0.0988,0.1249,0.5362,0.559
6.002176,0.3734,-0.0366,0.6010,0.708
6.010297,0.3652,-0.0933,0.5676,0.681
6.012954,0.0122,0.0676,0.0692,0.098
6.017382,-0.0955,0.1129,-0.2674,0.306
6.022500,-0.1499,0.1265,-0.5011,0.538
6.028899,-0.2513,0.1346,-0.7585,0.810
6.032919,-0.2923,0.1584,-0.8516,0.914
6.037463,-0.2829,0.1620,-0.8362,0.897
