w_x_mean,w_y_mean,w_z_mean,w_x_std,w_y_std,w_z_std,w_x_mad,w_y_mad,w_z_mad,w_x_min,w_y_min,w_z_min,w_x_max,w_y_max,w_z_max,w_sma,w_x_energy,w_y_energy,w_z_energy,w_x_IQR,w_y_IQR,w_z_IQR,w_x_skewness,w_y_skewness,w_z_skewness,w_x_kurtosis,w_y_kurtosis,w_z_kurtosis,w_x_mean_fft,w_y_mean_fft,w_z_mean_fft,w_x_std_fft,w_y_std_fft,w_z_std_fft,w_x_mad_fft,w_y_mad_fft,w_z_mad_fft,w_x_min_fft,w_y_min_fft,w_z_min_fft,w_x_max_fft,w_y_max_fft,w_z_max_fft,w_sma_fft,w_x_energy_fft,w_y_energy_fft,w_z_energy_fft,w_x_IQR_fft,w_y_IQR_fft,w_z_IQR_fft,w_x_skewness_fft,w_y_skewness_fft,w_z_skewness_fft,w_x_kurtosis_fft,w_y_kurtosis_fft,w_z_kurtosis_fft,label
-0.037,0.08199999999999999,-0.017800000000000003,0.04095119045888654,0.06161168720299745,0.022828929015615253,0.033,0.05567999999999999,0.018327999999999997,-0.13,-0.01,-0.04,0.01,0.18,0.05,0.0732,0.0015229999999999998,0.00526,0.00041899999999999994,0.05,0.12000000000000001,0.0375,-0.7679634156607128,0.05428472075378442,1.2918398118598633,-0.3543490110865406,-1.4963296731849065,1.4203038486543074,0.17546767276917513,0.2549219431535768,0.13423882324790615,0.3485844170541329,0.6789807087825136,0.15453135064774853,0.21298977187279658,0.3412157523929553,0.10272916646313955,0.0044902797657958935,0.006768751875665453,0.036282539711606866,1.8499999999999999,4.1,0.89,0.28231421958532904,0.07615,0.26300000000000007,0.020949999999999996,0.07933784642329422,0.09855304985104549,0.10177088744992699,3.1173936859396405,4.274139148516505,2.8585847842059198,10.02682165099149,19.262530711859114,9.619440033169433,1
-0.0104,0.06180000000000001,-0.0352,0.023913176284216197,0.05074209298008902,0.006079473661428267,0.020144000000000002,0.043975999999999994,0.005584000000000002,-0.05,0.01,-0.05,0.02,0.17,-0.02,0.05850000000000001,0.0003400000000000002,0.0031969999999999998,0.000638,0.0475,0.07750000000000001,0.010000000000000002,-0.46171509360304447,0.8887226121530744,0.3435020537322435,-1.1695803084454064,-0.7387145788322322,-0.307640411536517,0.08252357549126206,0.1998115319800183,0.06687406873605091,0.16489347921654746,0.5289379469160802,0.2435731079792799,0.09976732149001222,0.27936687757739675,0.07478768158078469,0.004382506757443276,0.004141329815971496,0.001273355983645955,0.6659300058154543,3.09,1.76,0.17460458810366566,0.017,0.15985000000000002,0.0319,0.02497739897571539,0.03979280703944285,0.031123504122403688,2.696462522414858,3.9288756439028996,6.711793375258626,5.740618740304866,16.40763453996263,43.69649514491648,1
-0.0058000000000000005,0.024,-0.036000000000000004,0.014978651474682225,0.013416407864998738,0.005656854249492381,0.012808,0.010960000000000001,0.0052,-0.03,-0.0,-0.05,0.02,0.06,-0.02,0.0371,0.000129,0.000378,0.000664,0.03,0.009999999999999998,0.010000000000000002,0.40438369849007405,0.08944271909999159,0.3977475644174351,-0.9714535966109779,-0.15407407407407314,-0.34374999999999867,0.058710631853228216,0.08791068091956848,0.06536528900022415,0.09722685692438435,0.17341197242479486,0.24925364389295734,0.05724156277773477,0.08309115918787172,0.07571143545925466,0.004756635393599636,1.5277635887115302e-17,0.0031066308142544768,0.4251189955159099,1.2,1.8,0.1059933008865104,0.006449999999999999,0.0189,0.0332,0.026473724811876723,0.0740792046200177,0.021338041799854122,2.793157481009766,5.327345612411366,6.737146181178696,6.7025537934758805,30.930131160353234,43.91474717455296,1
-0.0218,0.012400000000000001,-0.03780000000000001,0.007922120928135342,0.011757550765359255,0.006720119046564578,0.006559999999999998,0.009776,0.005391999999999999,-0.03,0.0,-0.05,-0.0,0.04,-0.02,0.036,0.000269,0.000146,0.0007370000000000001,0.009999999999999998,0.02,0.010000000000000002,0.5726878605888088,0.708055628773262,0.10312356855836805,-0.5069809782509345,-0.3134323559670773,-0.16110104727527252,0.05950830777743068,0.0654422241224897,0.07141805800734197,0.15283573307792447,0.10157418619857028,0.2619149880981612,0.06018136599787322,0.06021746848992098,0.08253153542945087,0.006887577240815121,0.00927361206074348,0.0023364746474272675,1.09,0.62,1.89,0.09818429495363117,0.013450000000000002,0.0073,0.03685,0.02307062034117019,0.02410240215500165,0.03211559223135456,6.147281719827312,3.721397486223047,6.688658640642062,38.36509642642896,15.865586839512101,43.487449032415476,1
-0.0286,-0.0009999999999999998,-0.0418,0.01400142849854971,0.01284523257866513,0.006539113089708727,0.010479999999999998,0.00948,0.005247999999999999,-0.06,-0.03,-0.05,-0.01,0.02,-0.03,0.0397,0.0005070000000000001,8.3e-05,0.0008950000000000003,0.009999999999999998,0.0175,0.010000000000000002,-0.6871482383497006,-0.7756680389100261,0.20290940114430694,-0.02191133889910235,0.06457300275482059,-0.7211184140865847,0.08083703079161123,0.06220222525189599,0.07325533728510741,0.21015559581604318,0.06656487943136674,0.29005802102207956,0.09856285274002709,0.04521549660206943,0.09010135428702014,0.005657915346021052,0.004770228618119127,0.004883079547690029,1.4300000000000002,0.28797434325965343,2.09,0.10814729666430731,0.025350000000000004,0.00415,0.04475,0.021826123467731672,0.03421663852033086,0.015602194759365343,5.389002438053698,2.152550897216449,6.717885907973084,31.119309727488663,3.8597463669579275,43.74201911081193,1
-0.0256,-0.009600000000000001,-0.049600000000000005,0.016144348856488452,0.010947145746723208,0.007472616676907761,0.013024,0.008896000000000001,0.005759999999999999,-0.06,-0.03,-0.06,-0.0,0.01,-0.04,0.043199999999999995,0.0004579999999999999,0.00010599999999999999,0.0012580000000000002,0.019999999999999997,0.02,0.017499999999999995,-0.5336751586560379,-0.07917640764870168,-0.06487871311261545,-0.3021682284830529,-0.8239842709727796,-1.2073464093069852,0.08124740172662959,0.05843411306973398,0.08033941901611484,0.19798701905092583,0.08476705981543506,0.3454642930204989,0.10020378367559225,0.048984887109813774,0.10776205921991826,4.562872830259423e-18,1.2872361232186954e-17,0.006180339887498934,1.28,0.48000000000000004,2.48,0.1100104669062392,0.0229,0.0053,0.0629,0.026522958196113913,0.04485618255990715,0.01456338586015378,4.733365844610782,3.3039995709097574,6.701003848398877,24.477066950705296,11.67055149796118,43.56266327186634,1
-0.0398,-0.016800000000000002,-0.0554,0.02195358740616212,0.010283968105745953,0.0049839743177508425,0.019792,0.009056,0.004967999999999998,-0.07,-0.03,-0.06,-0.0,-0.0,-0.05,0.055999999999999994,0.001033,0.00019400000000000005,0.0015469999999999998,0.039999999999999994,0.019999999999999997,0.009999999999999995,0.1560206834223352,0.10291711898117618,0.1605144707810242,-1.207534349410557,-1.1793344792307991,-1.974235104669888,0.1326142885150554,0.055177336945471785,0.07703972084270355,0.2927685954497949,0.1278884728488298,0.38570050740500494,0.13536137434992274,0.06127636803886796,0.11270276955911074,0.003438321491829232,0.008208301156455825,0.0012558103905862678,1.99,0.84,2.7699999999999996,0.13241567315161537,0.05165,0.009699999999999997,0.07734999999999997,0.061923626538139265,0.022430517248998298,0.009338810521003023,5.249012872665352,4.91822300776761,6.803375757026517,29.66448617515202,25.989834475457545,44.52863804906647,1
-0.0704,-0.0238,-0.06119999999999999,0.019591835034013533,0.011469960767151736,0.009086253353280439,0.015007999999999999,0.009992,0.006575999999999996,-0.11,-0.04,-0.09,-0.03,-0.0,-0.05,0.07769999999999999,0.00267,0.000349,0.001914,0.010000000000000009,0.019999999999999997,0.007500000000000007,-0.7897906062822662,0.4603455973569731,-0.8812187414183534,-0.18373919520795345,-0.8303774959161165,0.8308319812511296,0.1634155120448219,0.06811718354790942,0.10390109639444266,0.49019931703657915,0.1739541586323834,0.4249759548116019,0.17820231456094418,0.08121242260073833,0.1302882879824964,0.011429502725530241,0.007100647993986463,0.007575845639901427,3.5199999999999996,1.19,3.06,0.167716895993587,0.13349999999999998,0.017449999999999997,0.09569999999999998,0.04104200167521399,0.01825225738714807,0.031133630248902304,6.421600382867604,5.466433174770359,6.7279089178697085,40.97506570884733,31.77183419877207,43.82343995985791,1
-0.0938,-0.0236,-0.1074,0.02399083158208569,0.019673332203772702,0.05354661520581857,0.019992000000000003,0.015343999999999998,0.042984,-0.14,-0.08,-0.23,-0.06,0.02,-0.05,0.1134,0.004687,0.000472,0.007201,0.039999999999999994,0.027499999999999997,0.057499999999999996,-0.15670035152555348,-0.2801693353057228,-1.0820098303581327,-0.7974535242312886,0.7050484477560759,-0.11186717064731955,0.20644444328642636,0.11532707953701371,0.3370675679356389,0.6527485670885516,0.1841186159123062,0.778771760303334,0.23556441706729164,0.10678802687342134,0.3499375658669798,0.016774492468341735,0.006707569497967415,0.06348268072322454,4.6899999999999995,1.1800000000000002,5.37,0.32941954537953955,0.23434999999999992,0.023600000000000003,0.36005000000000004,0.07308063486002328,0.08981428897854407,0.14894902720993475,6.476331161404838,4.097996090455849,5.497945723487997,41.52274658173952,19.873946551239882,32.050958021552695,1
-0.0978,-0.09620000000000001,-0.20679999999999998,0.026403787607083954,0.09955681794834546,0.07395782581985492,0.021664,0.08848800000000001,0.06183999999999999,-0.16,-0.29,-0.35,-0.06,0.02,-0.09,0.2014,0.005131,0.009583000000000001,0.024118000000000004,0.039999999999999994,0.17,0.1175,-0.3428954268821064,-0.6763796399875648,0.02753193365873082,-0.8374352690033704,-1.1020236561941905,-0.981632506487673,0.21027057883658234,0.40806803321234,0.5475743123204281,0.6847527171729432,0.8898204764278088,1.4532592241189493,0.24428677917148175,0.4878111940692705,0.5681792420330289,0.015605463193383823,0.042761708789861505,0.12941781823020249,4.890000000000001,4.8100000000000005,10.34,0.5829564621846751,0.25655000000000006,0.4791500000000001,1.2059,0.10356433607849869,0.17209611391070856,0.20251023586111766,6.390853505910942,3.457947857766505,6.1408237432921835,40.6438318454778,11.84735182813557,38.263690461963506,1
-0.15940000000000001,-0.23520000000000002,-0.3494,0.08509782605918907,0.11820727557980515,0.0965486405911549,0.074128,0.0924,0.08382399999999998,-0.32,-0.49,-0.53,-0.06,0.0,-0.22,0.372,0.016325,0.034645999999999996,0.065701,0.15749999999999997,0.12749999999999997,0.16999999999999998,-0.4942413710359578,-0.14775104343192086,-0.23964573803310515,-1.165822608805967,-0.22893345755935846,-1.154703528879158,0.34860037484615963,0.833871117489573,0.6483741336602583,1.2292183608525855,1.664109058750865,2.4798610813511925,0.5392663528542988,0.7368354154625589,0.9026693677427327,0.010000000000000089,0.24000000000000016,0.05888461677934018,7.970000000000001,11.759999999999998,17.47,0.9154228129979958,0.8162500000000003,1.7323,3.2850499999999996,0.0304286076960128,0.5042240793491666,0.13268590510645978,5.111337283251336,5.703261301096895,6.275744929423848,27.301605556205537,34.24205317348745,39.38758456835176,1
-0.1316,-0.40059999999999996,-0.4078,0.11033331319234459,0.12627604681807236,0.052850354776481874,0.09812800000000003,0.11205600000000002,0.043536,-0.32,-0.58,-0.53,0.01,-0.16,-0.33,0.47100000000000003,0.014745999999999999,0.08821300000000001,0.08454700000000001,0.2075,0.20750000000000002,0.07,-0.2626118281132034,0.687661458208699,-0.6607901125330758,-1.369897605155794,-1.0189109812341628,-0.28077889438283066,0.38591513147663387,0.9568651402195126,0.5705264119527872,1.1513772237183486,2.8117092850137784,2.851175128480234,0.5678884983742608,1.0496869246308516,0.9010313814051019,0.022340614739775194,0.20583372133828648,0.00235093504013618,6.58,20.03,20.39,0.9566533418244669,0.7372999999999998,4.410650000000001,4.227350000000001,0.04251456302132518,0.3124829976283399,0.0887112082915828,4.095179439293597,6.263313263656174,6.713604076873943,16.6594162408332,39.37840115896315,43.69979933774054,1
0.0452,-0.7195999999999999,-0.16440000000000002,0.1143195521334824,0.2782657722394186,0.3041523302557454,0.10124799999999999,0.23750399999999997,0.253216,-0.11,-1.29,-0.44,0.32,-0.46,0.51,0.5686000000000001,0.007555999999999999,0.297628,0.05976800000000001,0.21000000000000002,0.4,0.365,0.6172693261778341,-0.9283882246291768,1.1075747626824664,-0.8274328288941595,-0.608156950159223,-0.24204850904215336,0.5980758666729288,1.84859717898149,1.414733293718873,0.630797319036333,5.132785644254168,1.9938228877318438,0.42941905345442266,2.060167805507293,1.2149863591963088,0.21132274198775072,0.38,0.4172431800976964,2.830838460167043,35.980000000000004,8.869502987864212,1.9307031696866461,0.3778,14.881400000000001,2.9884000000000004,0.4240350677912698,0.6178612395495953,0.8656377280204071,2.346875947070845,5.941029223797908,2.9079181296659353,4.833380479567169,36.195543697965014,7.64497571710443,1
