time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.004695,0.0295,-0.0416,0.1743,0.182
0.005253,-0.0543,-0.0361,0.1562,0.169
0.005468,-0.1278,-0.0807,0.1216,0.194
0.011456,-0.0985,-0.0659,0.1492,0.191
0.016318,0.054,-0.0821,0.1647,0.192
0.020341,0.02,-0.0509,0.097,0.111
0.02703,0.0129,-0.013,0.0132,0.023
0.030567,0.0632,-0.0275,-0.0724,0.1
0.035755,0.1804,-0.0441,-0.0672,0.197
0.040403,0.2186,0.0012,-0.0242,0.22
0.045815,0.2737,0.0273,0.0564,0.281
0.05105,0.236,0.0623,0.0746,0.255
0.056002,0.1629,0.0756,0.0332,0.183
0.062126,0.0951,0.0863,-0.0006,0.128
0.066001,-0.0197,0.0638,-0.0532,0.085
0.071081,-0.0886,0.0417,-0.1315,0.164
0.076925,-0.1452,0.0368,-0.2163,0.263
0.08275,-0.1563,0.0063,-0.2722,0.314
0.085926,-0.1504,-0.0212,-0.2897,0.327
0.09109,-0.0709,-0.0623,-0.3144,0.328
0.097914,-0.0276,-0.1004,-0.3057,0.323
0.101527,0.0298,-0.1356,-0.302,0.332
0.10598,0.1251,-0.1608,-0.3198,0.379
0.111203,0.1465,-0.1431,-0.3399,0.397
0.116787,0.1422,-0.1893,-0.3815,0.449
0.121327,0.1005,-0.1588,-0.4111,0.452
0.126987,0.0549,-0.1303,-0.3551,0.382
0.13252,0.0433,-0.1111,-0.2667,0.292
0.136707,0.0391,-0.1296,-0.1982,0.24
0.141371,0.0423,-0.1405,-0.0448,0.153
0.146611,0.0383,-0.1014,0.0906,0.141
0.151899,0.0155,-0.0532,0.1607,0.17
0.1569,0.0118,-0.0579,0.114,0.128
0.162316,0.0126,-0.0486,0.113,0.124
0.166955,-0.0129,-0.018,0.0597,0.064
0.171866,-0.0241,-0.016,0.0521,0.06
0.17706,-0.007,0.0073,0.0136,0.017
0.182062,0.0123,-0.0051,-0.053,0.055
0.186923,0.0409,-0.0175,0.0092,0.045
0.191816,0.0573,0.0032,0.0734,0.093
0.197685,0.0115,0.0832,-0.0197,0.086
0.202149,0.0305,0.0555,-0.093,0.112
0.20699,0.0713,-0.0384,-0.161,0.18
0.212202,0.0906,-0.0527,-0.0149,0.106
0.217485,0.0551,0.0092,0.1513,0.161
0.222137,0.0388,0.0682,0.2307,0.244
0.22725,0.0273,0.0623,0.2644,0.273
0.232745,0.0037,0.0395,0.2719,0.275
0.237465,-0.0032,0.0213,0.1915,0.193
0.243611,-0.015,0.0033,0.1618,0.162
0.248258,-0.0483,0.016,0.1039,0.116
0.252647,-0.0151,-0.0118,0.0964,0.098
0.25766,-0.0135,-0.0065,0.0726,0.074
0.262503,-0.0007,0.0224,0.0872,0.09
0.267886,-0.0102,0.0508,0.0923,0.106
0.272635,-0.0273,0.0405,0.0668,0.083
0.279664,0.0049,0.042,0.0179,0.046
0.283042,0.0672,0.0148,-0.0423,0.081
0.288025,0.1359,-0.0241,-0.09,0.165
0.293722,0.147,0.0011,-0.1135,0.186
0.298733,0.1512,0.0618,-0.0822,0.183
0.303004,0.127,0.0438,-0.0941,0.164
0.307829,0.1297,0.0308,-0.1036,0.169
0.313127,0.0924,0.0445,-0.0847,0.133
0.31837,0.0725,0.0608,-0.0306,0.099
0.323243,0.0531,0.0416,-0.0032,0.068
0.328081,-0.0136,0.0489,0.062,0.08
0.333281,-0.0394,0.0134,0.1194,0.126
0.338327,0.0109,0.0212,0.2096,0.211
0.343763,0.0011,0.0311,0.273,0.275
0.349163,0.0505,0.0216,0.3241,0.329
0.35349,0.0824,0.014,0.3348,0.345
0.358425,0.1159,-0.0036,0.3075,0.329
0.363632,0.1439,-0.0214,0.2309,0.273
0.368602,0.1074,-0.0251,0.1954,0.224
0.373479,0.1187,-0.0124,0.1554,0.196
0.379738,0.1185,-0.0024,0.0826,0.144
0.38383,0.0784,-0.0234,0.0127,0.083
0.388691,0.0561,0.0083,-0.0758,0.095
0.394112,0.025,-0.0146,-0.038,0.048
0.39916,-0.0433,-0.0229,-0.0172,0.052
0.403612,-0.0298,0.0188,-0.0085,0.036
0.408626,-0.0116,0.0174,0.0262,0.034
0.413784,-0.0147,0.0231,0.044,0.052
0.419216,-0.0345,0.0478,0.0212,0.063
