time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.631254,0.6096,0.2258,0.6416,0.913
0.635335,0.6784,0.2833,0.6874,1.007
0.640679,0.7205,0.2957,0.6858,1.038
0.645287,0.7930,0.3206,0.7604,1.145
0.651743,0.8269,0.2960,0.8106,1.195
0.655727,0.9150,0.2440,0.7725,1.222
0.661118,0.9714,0.2576,0.6705,1.208
0.665854,0.9845,0.2580,0.5695,1.166
0.671069,1.0187,0.2430,0.4980,1.160
0.676313,1.0003,0.2986,0.4489,1.136
0.680690,0.9439,0.3624,0.3342,1.065
0.685822,0.8379,0.4318,0.2285,0.970
0.692132,0.7113,0.4998,0.2007,0.892
0.695774,0.5882,0.5971,0.1791,0.857
0.701008,0.4707,0.6924,0.1210,0.846
0.705827,0.2686,0.7880,0.0599,0.835
0.713335,0.0800,0.8837,-0.0088,0.887
0.715961,-0.1378,0.9435,-0.1253,0.962
0.721202,-0.3966,1.0483,-0.3007,1.160
0.726142,-0.6008,1.2091,-0.2611,1.375
0.731818,-0.8579,1.3632,-0.2553,1.631
0.736155,-1.0461,1.4056,-0.1857,1.762
0.741318,-1.2112,1.4365,-0.0172,1.879
0.746227,-1.3675,1.4460,0.0685,1.991
0.752111,-1.5080,1.4033,0.2190,2.071
0.756461,-1.4927,1.3321,0.4826,2.058
0.761470,-1.4084,1.2397,0.8102,2.044
0.766806,-1.2629,1.1006,1.1192,2.015
0.771846,-1.0829,0.9842,1.2853,1.948
0.776619,-0.8940,0.8829,1.3408,1.838
0.782252,-0.6789,0.7706,1.3799,1.720
0.787096,-0.4593,0.7597,1.3814,1.642
0.792371,-0.2686,0.7002,1.3962,1.585
0.796774,-0.0350,0.6664,1.3147,1.474
0.801756,0.1767,0.6299,1.3314,1.483
0.806831,0.3522,0.6245,1.3672,1.544
0.812485,0.5323,0.6837,1.3194,1.578
0.817017,0.7002,0.7290,1.2384,1.599
0.822154,0.8033,0.7913,1.1438,1.606
0.827065,0.8918,0.8823,0.9431,1.570
0.832325,0.9492,0.9542,0.7709,1.551
0.837375,0.9802,1.0186,0.6563,1.559
0.842223,1.0542,1.0371,0.6047,1.598
0.847119,1.1115,1.0029,0.6733,1.642
0.853208,1.1471,0.9832,0.6606,1.649
0.857490,1.1874,0.9472,0.6742,1.662
0.863593,1.1941,0.9167,0.6660,1.646
0.867221,1.1695,0.8248,0.6882,1.588
0.873679,1.1591,0.7556,0.7548,1.576
0.878492,1.0960,0.7928,0.8222,1.583
0.882867,0.9586,0.8241,0.7438,1.467
0.887667,0.8930,0.8299,0.7424,1.427
0.895261,0.8967,0.8199,0.7220,1.413
0.897469,0.8668,0.8037,0.8188,1.438
0.903841,0.7937,0.8983,0.8456,1.467
0.907706,0.7468,0.9555,0.8574,1.485
0.913392,0.7286,0.9678,0.8927,1.505
0.917759,0.6529,1.0167,0.8819,1.496
0.923412,0.6107,1.0230,0.8868,1.485
0.928194,0.5804,1.0466,0.8813,1.486
0.933308,0.5621,1.0036,0.8340,1.421
0.938293,0.5940,0.9991,0.8095,1.416
0.942949,0.5947,0.9688,0.8105,1.396
0.947941,0.6121,0.9508,0.7656,1.366
0.953497,0.6246,0.8617,0.7329,1.292
0.957997,0.6489,0.8307,0.7745,1.308
0.963396,0.6013,0.8461,0.8643,1.351
0.968270,0.5895,0.8092,1.0261,1.434
0.973628,0.5825,0.7921,1.2118,1.560
0.978442,0.5131,0.8209,0.8851,1.312
0.983349,0.3362,0.8402,0.6174,1.095
0.988672,0.3438,0.8446,1.0169,1.366
0.993943,0.4949,0.8269,1.3293,1.642
0.998694,0.5716,0.8400,1.4825,1.797
1.004037,0.6100,0.8459,1.4747,1.806
1.008973,0.6364,0.8231,1.4357,1.773
1.014530,0.7152,0.8192,1.3519,1.735
1.019037,0.7532,0.8345,1.3002,1.719
1.023947,0.7480,0.8425,1.2977,1.719
1.028752,0.6948,0.8314,1.2632,1.664
1.034040,0.6940,0.7937,1.1658,1.572
1.039247,0.6524,0.7395,1.1450,1.511
1.043939,0.5268,0.7002,1.1501,1.446
1.048887,0.3604,0.6922,1.2095,1.439
1.055051,0.1102,0.6273,1.1650,1.328
1.059107,-0.1184,0.6058,1.0267,1.198
1.064082,-0.4021,0.5584,0.9506,1.174
1.069163,-0.6596,0.4804,0.9583,1.259
1.074487,-0.9938,0.4843,1.1787,1.616
1.079061,-1.3375,0.6013,1.4911,2.091
1.084341,-1.6402,0.6637,1.7476,2.487
1.089552,-2.0336,0.7505,1.8567,2.854
1.095286,-2.5246,0.8854,1.9422,3.306
1.099577,-2.8665,0.9197,2.1382,3.693
1.104497,-3.0547,0.9226,2.4145,4.001
1.109449,-3.1201,0.8750,2.6671,4.197
1.115073,-3.1419,0.7965,2.8220,4.298
1.119567,-2.9575,0.6708,2.9726,4.247
1.124732,-2.7371,0.5034,3.2267,4.261
1.131646,-2.5333,0.3906,3.4570,4.304
1.136139,-2.2552,0.3684,3.5608,4.231
1.140006,-2.0344,0.3718,3.5147,4.078
1.147507,-1.7778,0.4339,3.3481,3.816
1.149930,-1.4304,0.4754,3.2015,3.539
1.155759,-1.1624,0.5272,3.2170,3.461
1.159757,-0.9163,0.5700,3.3493,3.519
1.165047,-0.6203,0.5010,3.4524,3.543
1.170057,-0.2674,0.1461,3.6577,3.670
1.175268,0.0157,0.0425,3.7771,3.777
1.180168,0.1173,0.4001,3.1123,3.140
1.185325,0.2364,0.6693,1.2996,1.481
1.190624,0.2863,0.9457,-0.9211,1.351
1.195750,0.3093,1.3558,-2.7803,3.109
1.200199,0.2621,1.9213,-4.0908,4.527
1.205379,-0.1474,2.6057,-5.0591,5.693
1.210330,-0.8996,3.3121,-5.2700,6.289
1.216539,-1.3223,3.8027,-4.7937,6.260
1.220690,-1.4851,3.9413,-3.9940,5.804
1.225395,-1.5416,3.7717,-2.6654,4.869
1.230489,-1.4003,3.1897,-1.1937,3.682
1.236274,-1.2188,2.4116,0.0872,2.703
1.241399,-1.0848,1.6269,0.9187,2.160
1.245956,-0.9280,0.8858,1.4098,1.906
1.250763,-0.5257,0.1280,1.3771,1.480
1.256388,0.0407,-0.3762,1.1278,1.190
1.260774,0.8300,-1.0787,0.8854,1.624
1.265966,1.4134,-1.8079,0.4274,2.334
1.271007,2.0489,-2.4655,-0.2459,3.215
1.276218,2.6020,-3.1609,-0.8157,4.175
1.281987,2.8904,-3.6447,-1.3275,4.837
1.286172,3.0100,-3.9009,-1.6188,5.186
1.291536,2.7642,-3.6832,-1.5805,4.869
1.300816,2.2063,-2.9735,-1.0207,3.841
1.301563,1.6811,-2.5002,-0.3500,3.033
1.307540,1.1098,-2.2075,0.0640,2.472
1.311170,0.3851,-1.9271,0.2556,1.982
1.316858,-0.3637,-1.6157,0.2715,1.678
1.321365,-1.1793,-1.2684,0.1445,1.738
1.326700,-2.0043,-0.9261,-0.0423,2.208
1.331390,-2.7689,-0.5794,0.0498,2.829
1.336909,-3.5801,-0.1362,0.3410,3.599
1.343338,-4.3248,0.2208,0.3781,4.347
1.346971,-5.1053,0.5817,0.0767,5.139
1.352005,-5.9554,0.8620,-0.4271,6.033
1.356854,-6.7007,1.0993,-1.0606,6.873
1.362914,-7.2509,1.1807,-1.5111,7.500
1.367081,-7.5017,1.0587,-1.6827,7.761
1.371776,-7.8749,0.8391,-1.7435,8.109
1.377029,-7.9758,0.4359,-1.3962,8.109
1.381971,-8.2404,0.0010,-0.6747,8.268
1.387183,-9.2326,-0.1793,0.0719,9.235
1.392516,-9.3285,-0.5643,1.3199,9.438
1.397218,-8.6789,-1.0484,3.2148,9.314
1.402324,-8.2623,-1.5250,4.7060,9.630
1.407150,-7.9579,-1.8996,5.5143,9.866
1.415469,-7.6148,-2.1716,5.6777,9.744
1.417783,-7.1140,-2.2877,5.5909,9.333
1.423463,-6.4898,-2.1588,5.3085,8.658
1.427353,-5.9152,-1.9700,5.0268,8.009
1.433018,-5.2207,-1.7335,4.4871,7.099
1.437824,-4.4715,-1.4282,3.7830,6.029
1.443109,-3.7135,-0.9946,3.0008,4.877
1.447644,-2.9471,-0.5236,2.3294,3.793
1.454400,-2.2875,-0.1111,1.6502,2.823
1.458299,-1.7418,0.2337,0.8971,1.973
1.463316,-1.3843,0.6476,0.2536,1.549
1.468182,-1.1717,1.0968,-0.2700,1.627
1.473803,-1.1205,1.6574,-0.6441,2.102
1.480190,-1.0486,2.2135,-0.8776,2.602
1.483115,-0.7762,2.6135,-0.8218,2.848
1.487865,-0.5499,3.0231,-0.3559,3.093
1.493030,-0.3694,3.3367,0.3504,3.375
1.498472,-0.0836,3.5211,0.9213,3.641
1.503395,0.1711,3.6584,1.3162,3.892
1.508262,0.4429,3.7367,1.4073,4.017
1.513575,0.8296,3.6676,1.1929,3.945
1.519646,1.2255,3.6720,0.8855,3.971
1.523540,1.5706,3.7116,0.6302,4.079
1.528448,2.0372,3.7505,0.5191,4.300
1.534038,2.3739,3.8935,0.3178,4.571
1.539459,2.5789,4.0962,0.1313,4.842
1.543843,3.0450,4.2189,0.0429,5.203
1.550322,3.8081,4.2442,-0.0681,5.703
1.554224,4.6526,4.2200,-0.1044,6.282
1.559318,5.4299,4.2473,-0.0046,6.894
1.566345,6.2599,4.1941,0.1896,7.537
1.569446,6.8985,4.1470,0.2473,8.053
1.574268,7.5157,4.0274,0.2760,8.531
1.580674,7.9991,3.8976,0.4735,8.911
1.584224,8.2771,3.8723,0.6092,9.158
1.590181,8.4077,3.8602,0.7841,9.285
1.594513,8.6112,3.6810,0.7863,9.398
1.599078,9.1124,3.3035,1.0507,9.750
1.604922,9.6260,2.9465,0.7345,10.094
1.610941,9.9625,2.6465,0.1034,10.309
1.614487,9.8180,2.5091,-0.8451,10.169
1.619908,9.7668,2.3572,-1.7564,10.200
1.624564,10.3848,1.9426,-2.4319,10.841
1.630239,10.9243,1.6343,-3.5248,11.595
