Timestamp,Milliseconds,X,Y,Z
2021-10-15 09:51:27,1,-9.64128,-0.3819543,1.7240287
2021-10-15 09:51:27,10,-9.81147,-0.43728834,0.90478605
2021-10-15 09:51:27,20,-10.18505,-0.27906293,-0.036490545
2021-10-15 09:51:27,30,-10.273584,-0.2623132,-0.506082
2021-10-15 09:51:27,40,-10.256834,-0.33409786,-0.54675996
2021-10-15 09:51:27,50,-10.189836,-0.36759737,0.19800608
2021-10-15 09:51:27,60,-9.914362,-0.4564309,0.59342
2021-10-15 09:51:27,70,-9.789935,-0.49950173,0.87607217
2021-10-15 09:51:27,80,-9.715458,-0.51146585,0.8665009
2021-10-15 09:51:27,91,-9.722636,-0.43010986,0.6771688
2021-10-15 09:51:27,100,-9.840184,-0.35324043,0.3610171
2021-10-15 09:51:27,110,-9.916755,-0.36520454,0.21984059
2021-10-15 09:51:27,120,-9.98136,-0.31974092,0.037686955
2021-10-15 09:51:27,130,-10.04148,-0.33409786,0.030508488
2021-10-15 09:51:27,140,-9.935897,-0.32213375,0.2748755
2021-10-15 09:51:27,150,-9.885648,-0.36041892,0.34426737
2021-10-15 09:51:27,160,-9.890433,-0.31256247,0.46151567
2021-10-15 09:51:27,170,-9.888041,-0.28863424,0.4112664
2021-10-15 09:51:27,180,-9.852148,-0.25992036,0.2748755
2021-10-15 09:51:27,191,-9.861719,-0.23599213,0.18125631
2021-10-15 09:51:27,200,-9.868897,-0.24556342,0.08554341
2021-10-15 09:51:27,210,-9.809077,-0.19770697,0.08315059
2021-10-15 09:51:27,220,-9.789935,-0.14476576,0.109471634
2021-10-15 09:51:27,230,-9.744472,-0.13519448,0.09032906
2021-10-15 09:51:27,240,-9.787542,-0.0634098,0.14057833
2021-10-15 09:51:27,250,-9.758828,-0.09930214,0.17647067
2021-10-15 09:51:27,260,-9.679565,-0.19531415,0.19322042
2021-10-15 09:51:27,270,-9.782756,-0.15194423,0.09750752
2021-10-15 09:51:27,280,-9.792328,-0.19292133,0.052043892
2021-10-15 09:51:27,291,-9.81147,-0.12083755,-0.014955142
2021-10-15 09:51:27,300,-9.866505,-0.104087785,-0.11096715
2021-10-15 09:51:27,310,-9.890433,-0.07776674,-0.118145615
2021-10-15 09:51:27,320,-9.854541,-0.032303106,-0.15403795
2021-10-15 09:51:27,330,-9.833006,-0.07776674,-0.12532409
2021-10-15 09:51:27,340,-9.792328,-0.020338992,-0.19950159
2021-10-15 09:51:27,350,-9.780363,0.0059820567,-0.13010973
2021-10-15 09:51:27,360,-9.780363,-0.039481573,-0.1372882
2021-10-15 09:51:27,370,-9.854541,-0.096909314,-0.060717873
2021-10-15 09:51:27,380,-9.8473625,-0.046660043,-0.0077766734
2021-10-15 09:51:27,391,-9.888041,-0.11365908,0.08554341
2021-10-15 09:51:27,400,-9.866505,-0.16660027,0.04965107
2021-10-15 09:51:27,410,-9.914362,-0.19770697,0.0424726
2021-10-15 09:51:27,420,-9.895219,-0.16181463,0.037686955
2021-10-15 09:51:27,430,-9.897612,-0.2000998,0.0017946169
2021-10-15 09:51:27,440,-9.878469,-0.21684955,-5.9820566E-4
2021-10-15 09:51:27,451,-9.952646,-0.16420746,0.025722843
2021-10-15 09:51:27,461,-9.931111,-0.21445672,0.068793654
2021-10-15 09:51:27,470,-9.947861,-0.17377874,0.10468599
2021-10-15 09:51:27,480,-9.92154,-0.24795625,0.064008005
2021-10-15 09:51:27,490,-9.895219,-0.2862414,0.05922236
2021-10-15 09:51:27,500,-9.888041,-0.33888352,-0.15164514
2021-10-15 09:51:27,510,-9.780363,-0.3293122,-0.14446667
2021-10-15 09:51:27,520,-9.787542,-0.28863424,-0.25932217
2021-10-15 09:51:27,530,-9.782756,-0.25034907,-0.180359
2021-10-15 09:51:27,540,-9.792328,-0.21206391,-0.25214368
2021-10-15 09:51:27,550,-9.792328,-0.23838496,-0.19232312
2021-10-15 09:51:27,561,-9.75165,-0.31974092,-0.21864417
2021-10-15 09:51:27,571,-9.768399,-0.34366915,-0.24496523
2021-10-15 09:51:27,581,-10.000504,-0.2958127,-0.24735804
2021-10-15 09:51:27,590,-10.096515,-0.25752753,-0.40079778
2021-10-15 09:51:27,602,-10.05823,-0.29102704,-0.4869394
2021-10-15 09:51:27,611,-9.995717,-0.32213375,-0.6858428
2021-10-15 09:51:27,621,-9.914362,-0.37477586,-0.70977104
2021-10-15 09:51:27,631,-9.976575,-0.4226323,-0.6260222
2021-10-15 09:51:27,641,-9.988539,-0.37716866,-0.5395815
2021-10-15 09:51:27,651,-9.923933,-0.48753762,-0.3792624
2021-10-15 09:51:27,661,-9.842577,-0.60717875,-0.38165522
2021-10-15 09:51:27,671,-9.780363,-0.73429745,-0.43669012
2021-10-15 09:51:27,681,-9.689137,-0.77018976,-0.36729828
2021-10-15 09:51:27,691,-9.624531,-0.8778668,-0.34576288
2021-10-15 09:51:27,701,-9.665209,-1.0336994,-0.2330011
2021-10-15 09:51:27,712,-9.749257,-1.0815558,-0.1683949
2021-10-15 09:51:27,721,-9.775578,-1.0863415,-0.18514465
2021-10-15 09:51:27,731,-9.813863,-1.2227324,-0.2330011
2021-10-15 09:51:28,741,-9.782756,-1.3043875,-0.3361916
2021-10-15 09:51:28,751,-9.669994,-1.445564,-0.36011982
2021-10-15 09:51:28,762,-9.662816,-1.541576,-0.33379877
2021-10-15 09:51:28,770,-9.804292,-1.3953147,-0.19950159
2021-10-15 09:51:28,782,-9.9909315,-1.3857434,-0.067896344
2021-10-15 09:51:28,790,-10.063016,-1.2589238,0.13100705
2021-10-15 09:51:28,801,-10.213763,-1.1940185,0.24137598
2021-10-15 09:51:28,812,-10.156336,-1.2083755,0.25812575
2021-10-15 09:51:28,820,-10.220942,-1.1270195,0.24855445
2021-10-15 09:51:28,832,-10.201799,-1.012164,0.2533401
2021-10-15 09:51:28,840,-10.197014,-0.91615194,0.24616162
2021-10-15 09:51:28,852,-10.235299,-0.81565344,0.21714866
2021-10-15 09:51:28,860,-10.192228,-0.9400802,0.29880372
2021-10-15 09:51:28,871,-10.084551,-0.971486,0.4447659
2021-10-15 09:51:28,881,-10.043873,-1.0193424,0.55752766
2021-10-15 09:51:28,890,-9.9909315,-1.0360922,0.61016977
2021-10-15 09:51:28,901,-9.902397,-1.1150553,0.67477596
2021-10-15 09:51:28,911,-9.8066845,-1.2035898,0.6149554
2021-10-15 09:51:28,921,-9.746864,-1.3187444,0.57427746
2021-10-15 09:51:28,932,-9.773185,-1.3211372,0.45194438
2021-10-15 09:51:28,941,-9.878469,-1.3689936,0.43280178
2021-10-15 09:51:28,951,-9.911968,-1.4144573,0.21714866
2021-10-15 09:51:28,961,-9.880862,-1.4910276,0.2222334
2021-10-15 09:51:28,971,-9.766006,-1.5822539,0.60059845
2021-10-15 09:51:28,981,-9.677173,-1.6325033,0.715454
2021-10-15 09:51:28,992,-9.607781,-1.6827525,0.7322037
2021-10-15 09:51:28,1000,-9.591031,-1.6540387,0.6939186
2021-10-15 09:51:28,1011,-9.58146,-1.5942181,0.65084773
2021-10-15 09:51:28,1022,-9.600603,-1.4910276,0.48305106
2021-10-15 09:51:28,1030,-9.705887,-1.2251252,0.42562333
2021-10-15 09:51:28,1042,-9.81147,-0.75344,0.47347978
2021-10-15 09:51:28,1051,-9.873684,-0.52582276,0.56470615
2021-10-15 09:51:28,1061,-9.940682,-0.3819543,0.6580262
2021-10-15 09:51:28,1070,-9.916755,-0.46121657,0.6723832
2021-10-15 09:51:28,1081,-9.883255,-0.74386877,0.61016977
2021-10-15 09:51:28,1091,-9.880862,-0.997807,0.63888365
2021-10-15 09:51:28,1100,-10.04148,-1.0863415,0.47826543
2021-10-15 09:51:28,1111,-10.283454,-0.9906286,0.24137598
2021-10-15 09:51:28,1121,-10.391131,-1.146162,0.023330022
2021-10-15 09:51:28,1131,-10.264012,-1.2227324,0.11425728
2021-10-15 09:51:28,1141,-10.199407,-1.2397813,0.12143575
2021-10-15 09:51:28,1150,-10.010373,-1.1676974,0.1788635
2021-10-15 09:51:28,1161,-9.749257,-1.134198,0.27726832
2021-10-15 09:51:28,1171,-9.361021,-1.1413764,0.2844468
2021-10-15 09:51:28,1181,-9.083155,-1.1365907,0.2724827
2021-10-15 09:51:28,1191,-8.999406,-1.119841,0.2318047
2021-10-15 09:51:28,1201,-9.12144,-1.0935199,0.14297116
2021-10-15 09:51:28,1211,-9.203095,-1.1365907,0.01375873
2021-10-15 09:51:28,1221,-9.399306,-1.1676974,-0.16121642
2021-10-15 09:51:28,1231,-9.538389,-1.1940185,-0.11335997
2021-10-15 09:51:28,1241,-9.736994,-1.105484,-0.17557336
2021-10-15 09:51:28,1251,-9.909575,-1.0432707,-0.16360925
2021-10-15 09:51:28,1260,-10.007682,-0.8060821,-0.3385844
2021-10-15 09:51:28,1271,-10.098908,-0.6095716,-0.4031906
2021-10-15 09:51:28,1281,-10.115658,-0.35084763,-0.43669012
2021-10-15 09:51:28,1291,-10.156336,-0.22881366,-0.3385844
2021-10-15 09:51:28,1300,-10.086944,-0.14955142,-0.3481557
2021-10-15 09:51:28,1311,-10.002896,-0.16181463,-0.3047858
2021-10-15 09:51:28,1320,-9.976575,-0.24556342,-0.2545365
2021-10-15 09:51:28,1331,-9.90479,-0.27667013,-0.24017957
2021-10-15 09:51:28,1340,-9.818648,-0.4636094,-0.2425724
2021-10-15 09:51:28,1350,-9.725029,-0.657428,-0.19471595
2021-10-15 09:51:28,1361,-9.672387,-0.9400802,-0.2641078
2021-10-15 09:51:28,1371,-9.605389,-1.1700903,-0.2641078
2021-10-15 09:51:28,1381,-9.557532,-1.3354942,-0.3792624
2021-10-15 09:51:28,1391,-9.502497,-1.4240286,-0.37686956
2021-10-15 09:51:28,1400,-9.629316,-1.4431711,-0.34337005
2021-10-15 09:51:28,1410,-9.809077,-1.2637094,-0.27128628
2021-10-15 09:51:28,1420,-9.907183,-1.0360922,-0.16360925
2021-10-15 09:51:28,1431,-9.962218,-0.77018976,-0.10857433
2021-10-15 09:51:28,1441,-10.010373,-0.5353941,-0.09421739
2021-10-15 09:51:28,1450,-10.024731,-0.43489552,-0.1372882
2021-10-15 09:51:28,1461,-10.04148,-0.3269194,-0.2832504
2021-10-15 09:51:28,1471,-10.031909,-0.27188447,-0.47736812
2021-10-15 09:51:28,1480,-10.051051,-0.2527419,-0.4941179
2021-10-15 09:51:28,1491,-10.01516,-0.26949164,-0.5491528
2021-10-15 09:51:28,1501,-9.98136,-0.31016964,-0.6762715
2021-10-15 09:51:28,1511,-9.931111,-0.4444668,-0.98524475
2021-10-15 09:51:28,1520,-9.892826,-0.5066802,-1.0929217
2021-10-15 09:51:28,1531,-9.95504,-0.63828546,-1.172184
2021-10-15 09:51:28,1541,-9.974182,-0.6646065,-0.99003035
2021-10-15 09:51:28,1551,-9.976575,-0.6693921,-0.6523433
2021-10-15 09:51:28,1561,-9.995717,-0.69601226,-0.3696911
2021-10-15 09:51:28,1571,-9.967004,-0.6765706,-0.2545365
2021-10-15 09:51:28,1582,-10.000504,-0.66699934,-0.33140594
2021-10-15 09:51:28,1590,-10.034302,-0.657428,-0.47018966
2021-10-15 09:51:28,1602,-10.063016,-0.67417777,-0.64277196
2021-10-15 09:51:28,1611,-10.063016,-0.6837491,-0.7193423
2021-10-15 09:51:28,1621,-10.213763,-0.65982085,-0.79112697
2021-10-15 09:51:28,1631,-10.232906,-0.59760743,-0.7265208
2021-10-15 09:51:28,1641,-10.1395855,-0.59282184,-0.73369926
2021-10-15 09:51:28,1652,-10.034302,-0.6358926,-0.7648059
2021-10-15 09:51:28,1660,-9.923933,-0.6478567,-0.7217351
2021-10-15 09:51:28,1671,-9.909575,-0.5401797,-0.7049854
2021-10-15 09:51:28,1681,-9.833006,-0.43728834,-0.7049854
2021-10-15 09:51:28,1691,-9.840184,-0.43010986,-0.7408777
2021-10-15 09:51:28,1700,-9.710672,-0.41306102,-0.78634137
2021-10-15 09:51:28,1711,-9.710672,-0.30059835,-0.93978107
2021-10-15 09:51:28,1721,-9.69153,-0.25752753,-0.91585284
2021-10-15 09:51:28,1730,-9.732208,-0.29820552,-0.7600203
2021-10-15 09:51:29,1741,-9.801899,-0.29102704,-0.6906284
2021-10-15 09:51:29,1751,-9.914362,-0.34606197,-0.56111693
2021-10-15 09:51:29,1761,-9.935897,-0.37238303,-0.51086766
2021-10-15 09:51:29,1771,-9.962218,-0.41306102,-0.49172506
2021-10-15 09:51:29,1781,-9.928719,-0.4034897,-0.58504516
2021-10-15 09:51:29,1791,-9.952646,-0.35563326,-0.7432705
2021-10-15 09:51:29,1801,-9.92154,-0.31016964,-0.8150552
2021-10-15 09:51:29,1811,-9.974182,-0.21206391,-0.9302098
2021-10-15 09:51:29,1822,-9.9598255,-0.101694964,-0.88235337
2021-10-15 09:51:29,1831,-9.890433,-0.07298109,-0.7289136
2021-10-15 09:51:29,1841,-9.907183,-0.010767702,-0.63798636
2021-10-15 09:51:29,1851,-9.873684,0.0035892338,-0.57547385
2021-10-15 09:51:29,1862,-9.90479,0.20967108,-0.6523433
2021-10-15 09:51:29,1871,-9.974182,0.21684955,-0.6332007
